year,brand,model,location,price,mileage,body_type,exterior_colour,interior_colour,door,passenger,transmission,drive_type,displacement,cylinder,fuel,country,vehicle_id
2015,Volkswagen,Passat,Vaughan,17900,50050,Sedan,White,Black,4,5,Automatic,FWD,2.0,4,Diesel,Germany,20890
2012,Mercedes-Benz,E-Class,Vaughan,16900,113850,Coupe,White,Black,2,5,Automatic,RWD,3.5,6,Gasoline,Germany,20891
2012,BMW,X6,Vaughan,23999,107235,SUV,White,Brown,4,4,Automatic,AWD,3.0,6,Gasoline,Germany,20892
2013,BMW,X1,Vaughan,13900,102269,SUV,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20893
2014,Jeep,Grand,Vaughan,19800,89377,SUV,Black,Black,4,5,Automatic,4x4,3.6,6,Flex,USA,20894
2016,Subaru,Legacy,Vaughan,18985,58986,Sedan,Black,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,20895
2011,Honda,CR-V,Vaughan,13985,72810,SUV,Silver,Black,4,5,Automatic,4x4,2.4,4,Gasoline,Japan,20896
2011,Porsche,911,Vaughan,85900,48124,Convertible,Black,Black,2,5,Automatic,F4A,3.8,6,Gasoline,Germany,20897
2014,Mercedes-Benz,Sprinter,Vaughan,18999,232131,Commercial,White,Gray,3,2,Automatic,RWD,2.1,4,Diesel,Germany,20898
2015,Ford,F-150,Vaughan,16977,172391,Truck,White,Gray,4,6,Automatic,RWD,3.5,6,Gasoline,USA,20899
2012,Mercedes-Benz,SLK-Class,Vaughan,39995,50000,Convertible,White,Black,2,2,Automatic,RWD,5.5,8,Gasoline,Germany,20900
2016,Toyota,RAV4,Vaughan,18988,57524,SUV,Black,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,20901
2018,Honda,Accord,Vaughan,29849,24202,Sedan,White,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Japan,20902
2010,Acura,RL,Vaughan,8499,193540,Sedan,White,Black,4,5,Automatic,AWD,0.0,4,Gasoline,Japan,20903
2010,Acura,TL,Vaughan,6288,186450,Sedan,White,Black,4,5,Automatic,FWD,0.0,4,Gasoline,Japan,20904
2018,Mazda,CX-5,Vaughan,26995,23855,SUV,Black,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,20905
2008,Toyota,Camry,Vaughan,6995,155690,Sedan,White,Black,4,5,Automatic,FWD,2.4,4,Gasoline,Japan,20906
2013,Volkswagen,Beetle,Vaughan,15998,24000,Coupe,White/Black,Black,2,4,Automatic,FWD,2.0,4,Diesel,Germany,20907
2013,Volkswagen,Golf,Vaughan,10998,109000,Sedan,White/Black,Black,4,5,Automatic,FWD,2.0,4,Diesel,Germany,20908
2012,Volkswagen,Golf,Vaughan,11498,76000,Sedan,White/Black,Black,4,5,Automatic,FWD,2.0,4,Diesel,Germany,20909
2014,Volkswagen,Golf,Vaughan,13998,66000,Wagon,White/Black,Black,4,5,Manual,FWD,2.0,4,Diesel,Germany,20910
2016,Volkswagen,Golf,Vaughan,13998,104000,Hatchback,Black,Black,4,5,Manual,FWD,1.8,4,Gasoline,Germany,20911
2019,Honda,Ridgeline,Vaughan,34995,65547,Truck,Silver,Black,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,20912
2015,Mercedes-Benz,CLA-Class,Vaughan,19500,67000,Sedan,Brown,Black,4,5,Automatic,AWD,2.0,4,Flex,Germany,20913
2010,Volkswagen,Routan,Vaughan,7995,158000,Van,Gray,Black,4,7,Automatic,FWD,4.0,6,Gasoline,Germany,20914
2011,Buick,Enclave,Vaughan,9500,156000,SUV,Blue,Black,4,7,Automatic,FWD,3.6,6,Gasoline,USA,20915
2013,Chevrolet,Cruze,Vaughan,5990,159167,Sedan,White/Black,Black,4,5,Automatic,FWD,1.4,4,Gasoline,USA,20916
2015,Volkswagen,Golf,Vaughan,8790,103886,Hatchback,Black,Black,2,5,Manual,FWD,1.8,4,Gasoline,Germany,20917
2015,Dodge,Grand,Vaughan,15997,135232,Van,White,Black,4,7,Automatic,FWD,3.6,6,Flex,USA,20918
2015,Jeep,Cherokee,Vaughan,17997,64646,SUV,White,Black,4,5,Automatic,4x4,3.2,6,Gasoline,USA,20919
2018,Ford,F-150,Vaughan,46888,28771,Truck,White,Black,4,5,Automatic,4x4,5.0,8,Flex,USA,20920
2018,Ford,F-150,Vaughan,37888,54130,Truck,White,Black,4,5,Automatic,4x4,3.5,6,Gasoline,USA,20921
2018,Honda,Accord,Vaughan,23488,53168,Sedan,White,Black,4,5,Automatic,FWD,1.5,4,Gasoline,Japan,20922
2017,Ford,Explorer,Vaughan,37888,51212,SUV,Black,Black,4,7,Automatic,4x4,3.5,6,Gasoline,USA,20923
2018,Ford,F-150,Vaughan,31888,48322,Truck,Black,Black,4,5,Automatic,4x4,5.0,8,Flex,USA,20924
2017,Hyundai,Elantra,Vaughan,14588,36700,Sedan,White,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Korea,20925
2016,Mercedes-Benz,C-Class,Vaughan,53910,73055,Sedan,Gray,Black,4,5,Automatic,RWD,4.0,8,Gasoline,Germany,20926
2016,Honda,Civic,Vaughan,14910,80803,Coupe,Green,Black,2,5,Automatic,FWD,1.5,4,Gasoline,Japan,20927
2015,Nissan,GT-R,Vaughan,75910,85070,Coupe,White,Red,2,4,Automatic,AWD,3.8,6,Gasoline,Japan,20928
2016,Infiniti,QX80,Vaughan,33910,127932,SUV,Black,Black,4,7,Automatic,AWD,5.6,8,Gasoline,Japan,20929
2017,Porsche,Macan,Vaughan,45910,59532,SUV,White/Black,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,20930
2017,Mercedes-Benz,S-Class,Vaughan,62910,50934,Sedan,Black,Black,4,5,Automatic,AWD,4.6,8,Gasoline,Germany,20931
2015,Mercedes-Benz,C-Class,Vaughan,23878,52000,Coupe,White,Black,2,4,Automatic,AWD,3.5,6,Gasoline,Germany,20932
2016,Nissan,Titan,Vaughan,35998,133000,Truck,Silver,Black,4,5,Automatic,4x4,5.0,8,Diesel,Japan,20933
2018,Ford,Transit,Vaughan,28500,73921,Commercial,White,Gray,3,2,Automatic,RWD,3.7,6,Flex,USA,20934
2013,Hyundai,Sonata,Vaughan,7999,166958,Sedan,Red,Tan,4,5,Automatic,FWD,2.4,4,Gasoline,Korea,20935
2012,Ford,F-150,Vaughan,8998,298423,Truck,Red,Gray,4,5,Automatic,4x4,3.5,6,Gasoline,USA,20936
2014,Mercedes-Benz,Sprinter,Vaughan,21299,181359,Commercial,White,Black,3,2,Automatic,RWD,3.0,6,Diesel,Germany,20937
2014,Ram,1500,Vaughan,18999,147813,Truck,Silver,Black,4,6,Automatic,4x4,3.0,6,Diesel,USA,20938
2020,Dodge,Durango,Vaughan,46887,6738,SUV,White/Black,Black,4,7,Automatic,AWD,5.7,8,Gasoline,USA,20939
2016,Toyota,Venza,Vaughan,20778,112817,SUV,White/Black,Black,4,5,Automatic,AWD,2.7,4,Gasoline,Japan,20940
2016,BMW,X4,Vaughan,33898,75183,SUV,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20941
2017,Audi,Q5,Vaughan,32900,36759,SUV,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20942
2012,Audi,Q5,Vaughan,12900,167132,SUV,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20943
2020,BMW,X3,Vaughan,48488,67,SUV,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20944
2017,Mercedes-Benz,CLA,Vaughan,40995,47000,Sedan,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20945
2012,Mazda,CX-9,Vaughan,9995,143120,SUV,Gray,Black,4,7,Automatic,AWD,3.7,6,Gasoline,Japan,20946
2013,Nissan,Sentra,Vaughan,8288,89875,Sedan,Black,Black,4,5,Automatic,FWD,0.0,4,Gasoline,Japan,20947
2016,Honda,Civic,Vaughan,13995,88180,Coupe,White,Gray,2,5,Automatic,FWD,2.0,4,Gasoline,Japan,20948
2012,Honda,CR-V,Vaughan,15995,73775,SUV,White,Black,4,5,Automatic,AWD,2.4,4,Gasoline,Japan,20949
2017,Honda,Odyssey,Vaughan,28995,80079,Van,Silver,Gray,4,8,Automatic,FWD,3.5,6,Gasoline,Japan,20950
2012,Nissan,Versa,Vaughan,5390,136702,Hatchback,Black,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,20951
2009,Honda,CR-V,Vaughan,11700,95000,SUV,Black,Black,5,5,Automatic,AWD,0.0,4,Gasoline,Japan,20952
2016,Nissan,Rogue,Vaughan,16800,92211,SUV,Black,Gray,4,5,Automatic,AWD,0.0,4,Gasoline,Japan,20953
2017,Mercedes-Benz,CLA,Vaughan,22888,79397,Sedan,Gray,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20954
2015,Kia,Sorento,Vaughan,13888,89230,SUV,White/Black,Black,4,5,Automatic,FWD,2.4,4,Gasoline,Korea,20955
2014,BMW,3,Vaughan,23888,134250,Wagon,White/Black,Black,4,5,Automatic,AWD,2.0,4,Diesel,Germany,20956
2018,Chevrolet,Cruze,Vaughan,11495,63341,Sedan,White/Black,Gray,4,5,Automatic,FWD,1.4,4,Gasoline,USA,20957
2015,Jeep,Wrangler,Vaughan,25997,128691,SUV,White,Black,4,5,Automatic,4x4,3.6,6,Gasoline,USA,20958
2011,Dodge,Grand,Vaughan,8997,77865,Van,Blue,Black,4,7,Automatic,FWD,3.6,6,Gasoline,USA,20959
2017,Subaru,Forester,Vaughan,21969,54835,SUV,White/Black,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,20960
2014,Ram,1500,Vaughan,12888,174000,Truck,White/Black,Gray,4,6,Automatic,4x4,3.6,6,Flex,USA,20961
2006,Infiniti,M35,Vaughan,2800,279000,Sedan,Gray,Gray,4,5,Automatic,AWD,3.5,6,Gasoline,Japan,20962
2011,Audi,R8,Vaughan,109910,43135,Convertible,Black,Black,2,2,Manual,AWD,5.2,10,Gasoline,Germany,20963
2013,Audi,S5,Vaughan,17910,163174,Coupe,Black,Black,2,4,Automatic,AWD,3.0,6,Gasoline,Germany,20964
2018,Audi,A4,Vaughan,32878,28000,Sedan,Gray,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20965
2017,Mercedes-Benz,C-Class,Vaughan,35878,29000,Sedan,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20966
2017,Chevrolet,Colorado,Vaughan,20999,176426,Truck,White,Gray,4,5,Automatic,4x4,3.6,6,Gasoline,USA,20967
2015,Ford,F-150,Vaughan,21995,160774,Truck,White,Gray,4,6,Automatic,4x4,3.5,6,Flex,USA,20968
2018,Nissan,Rogue,Vaughan,24887,45026,SUV,White/Black,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,20969
2016,BMW,2,Vaughan,34980,39546,Convertible,Gray,Red,2,4,Automatic,AWD,2.0,4,Gasoline,Germany,20970
2017,BMW,M6,Vaughan,77888,54783,Sedan,Blue,Black,4,5,Automatic,RWD,4.4,8,Gasoline,Germany,20971
2016,MINI,Cooper,Vaughan,18950,59000,Hatchback,Black,Black,2,4,Automatic,FWD,2.0,4,Gasoline,UK,20972
2005,Toyota,Matrix,Vaughan,5995,152961,Hatchback,White/Black,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,20973
2014,Acura,MDX,Vaughan,14995,297121,SUV,White,Black,4,7,Automatic,AWD,3.5,6,Gasoline,Japan,20974
2017,Honda,Civic,Vaughan,11745,121354,Sedan,Black,Black,4,5,Manual,FWD,2.0,4,Gasoline,Japan,20975
2001,Toyota,Camry,Vaughan,1900,103961,Sedan,Blue,Gray,4,5,Automatic,FWD,3.0,4,Gasoline,Japan,20976
2011,Hyundai,Santa,Vaughan,7095,152650,SUV,White,Black,4,5,Automatic,FWD,3.5,6,Gasoline,Korea,20977
2016,Honda,Civic,Vaughan,16249,73799,Sedan,Gray,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Japan,20978
2008,Nissan,Altima,Vaughan,3500,229000,Sedan,Silver,Black,4,5,Automatic,FWD,2.5,4,Gasoline,Japan,20979
2011,Subaru,Impreza,Vaughan,7990,144718,Hatchback,White,Black,4,5,Manual,AWD,2.5,4,Gasoline,Japan,20980
2017,Mercedes-Benz,GLA,Vaughan,23888,47283,SUV,White/Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20981
2016,Mercedes-Benz,CLA,Vaughan,21888,59189,Sedan,White/Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20982
2013,Hyundai,Elantra,Vaughan,6900,141000,Sedan,White,Gray,4,5,Automatic,FWD,1.8,4,Gasoline,Korea,20983
2009,Honda,Civic,Vaughan,4500,172000,Sedan,Brown,Gray,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,20984
2017,Dodge,Grand,Vaughan,14997,97339,Van,Silver,Black,4,7,Automatic,FWD,3.6,6,Flex,USA,20985
2015,Lexus,CT,Vaughan,20300,91000,Sedan,Black,Red,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,20986
2016,Toyota,Corolla,Vaughan,13488,47000,Sedan,White,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,20987
2017,Porsche,Cayenne,Vaughan,52910,60284,SUV,Black,Brown,4,5,Automatic,AWD,3.0,6,Electric,Germany,20988
2014,Toyota,4Runner,Vaughan,27910,136490,SUV,White/Black,Black,4,7,Automatic,4x4,4.0,6,Gasoline,Japan,20989
2015,Mercedes-Benz,S-Class,Vaughan,77910,69569,Sedan,Black,Black,4,4,Automatic,AWD,5.5,8,Gasoline,Germany,20990
2017,Porsche,Macan,Vaughan,45910,44141,SUV,Black,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,20991
2013,Audi,A4,Vaughan,12910,146596,Sedan,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20992
2017,Land,Rover,Vaughan,36910,33259,SUV,Red,Black,4,5,Automatic,4x4,2.0,4,Gasoline,UK,20993
2020,Toyota,Corolla,Vaughan,19998,17822,Sedan,Gray,Gray,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,20994
2018,Audi,A4,Vaughan,31878,41000,Sedan,Gray,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20995
2016,BMW,X1,Vaughan,28980,68394,SUV,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20996
2016,BMW,X1,Vaughan,26980,62833,SUV,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20997
2016,BMW,X1,Vaughan,26980,60978,SUV,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20998
2016,BMW,X1,Vaughan,26980,51890,SUV,Gray,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,20999
2016,BMW,X1,Vaughan,26980,54202,SUV,Gray,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,21000
2018,BMW,3,Vaughan,35980,16710,Sedan,Gray,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,21001
2017,BMW,5,Vaughan,41980,34580,Sedan,Gray,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,21002
2014,BMW,3,Vaughan,17494,35500,Sedan,Gray,Red,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,21003
2017,Porsche,Cayenne,Vaughan,53900,50518,SUV,Blue,Black,4,5,Automatic,AWD,3.6,6,Gasoline,Germany,21004
2015,Mercedes-Benz,GLA-Class,Vaughan,18895,93000,SUV,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,21005
2016,BMW,M2,Vaughan,44995,55000,Coupe,Black,Black,2,5,Manual,RWD,3.0,6,Gasoline,Germany,21006
2012,Dodge,Grand,Vaughan,6450,174267,Van,White/Black,Black,4,7,Automatic,FWD,3.6,6,Gasoline,USA,21007
2018,Mercedes-Benz,GLE,Vaughan,51249,16912,SUV,Black,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,21008
2016,Dodge,Grand,Vaughan,12576,109039,Van,White,Black,4,7,Automatic,FWD,3.6,6,Gasoline,USA,21009
2012,Acura,RDX,Vaughan,12995,103369,SUV,Gray,Black,4,5,Automatic,AWD,2.3,4,Gasoline,Japan,21010
2013,Nissan,Rogue,Vaughan,6995,177768,SUV,Silver,Black,4,5,Automatic,FWD,2.5,4,Gasoline,Japan,21011
2016,Mazda,CX-5,Vaughan,18995,65884,SUV,White,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,21012
2018,Honda,Odyssey,Vaughan,30495,61935,Van,Black,Black,4,8,Automatic,FWD,3.5,6,Gasoline,Japan,21013
2017,Ford,Edge,Vaughan,27995,58535,SUV,White,Black,4,5,Automatic,AWD,3.5,6,Gasoline,USA,21014
2016,Toyota,Highlander,Vaughan,28588,56352,SUV,Black,Black,4,7,Automatic,AWD,3.5,6,Gasoline,Japan,21015
2014,Subaru,Outback,Vaughan,12690,96467,Wagon,Gray,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,21016
2018,BMW,3,Vaughan,28888,55176,Sedan,Silver,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,21017
2017,Ford,Explorer,Vaughan,35888,62825,SUV,Gray,Black,4,7,Automatic,4x4,3.5,6,Gasoline,USA,21018
2017,Land,Rover,Vaughan,68910,60569,SUV,White/Black,White,4,5,Automatic,4x4,3.0,6,Diesel,UK,21019
2013,Land,Rover,Vaughan,25910,128259,SUV,Black,Black,4,5,Automatic,4x4,5.0,8,Gasoline,UK,21020
2016,BMW,X4,Vaughan,28910,98652,SUV,White/Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,21021
2018,Mercedes-Benz,C-Class,Vaughan,69977,18679,Sedan,Silver,Black,4,5,Automatic,RWD,4.0,8,Gasoline,Germany,21022
2017,Mercedes-Benz,CLA,Vaughan,23977,55852,Sedan,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,21023
2016,Subaru,Impreza,Vaughan,18985,62951,Sedan,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Japan,21024
2018,Honda,Civic,Vaughan,19995,62389,Sedan,Black,Black,4,5,Automatic,FWD,1.5,4,Gasoline,Japan,21025
2019,Honda,Pilot,Vaughan,46995,7690,SUV,Black,Black,4,7,Automatic,AWD,3.5,6,Gasoline,Japan,21026
2009,Dodge,Grand,Vaughan,1499,255359,Van,White,Black,4,2,Automatic,FWD,3.3,6,Gasoline,USA,21027
2016,Jeep,Grand,Vaughan,28577,85458,SUV,White,Black,4,5,Automatic,4x4,3.6,6,Gasoline,USA,21028
2013,Hyundai,Elantra,Vaughan,9588,44477,Hatchback,White,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Korea,21029
2018,Hyundai,Elantra,Vaughan,15588,30500,Sedan,White/Black,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Korea,21030
2015,BMW,M3,Vaughan,47995,83000,Sedan,White,Gray,4,5,Automatic,RWD,3.0,6,Gasoline,Germany,21031
2018,BMW,X5,Vaughan,51980,21318,SUV,Black,Black,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,21032
2019,BMW,3,Vaughan,49997,20000,Sedan,White,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,21033
2015,BMW,X1,Vaughan,15997,94500,SUV,Blue,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,21034
2019,Land,Rover,Vaughan,68000,22997,SUV,Silver,Black,4,5,Automatic,4x4,3.0,6,Gasoline,UK,21035
2015,Mercedes-Benz,E-Class,Vaughan,22745,106823,Sedan,Silver,Black,4,5,Automatic,AWD,2.1,4,Diesel,Germany,21036
2016,Ford,Explorer,Vaughan,19445,156954,SUV,Blue,Black,5,7,Automatic,4x4,3.5,6,Gasoline,USA,21037
2017,Toyota,RAV4,Vaughan,21445,125753,SUV,White/Black,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,21038
2016,Toyota,RAV4,Vaughan,18995,154963,SUV,Black,Black,4,5,Automatic,AWD,2.5,4,Gasoline,Japan,21039
2014,Toyota,Corolla,Vaughan,12745,98105,Sedan,White,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,21040
2015,Honda,Fit,Vaughan,11995,115038,Hatchback,Black,Black,4,5,Automatic,FWD,1.5,4,Gasoline,Japan,21041
2012,Ford,Focus,Vaughan,7488,49454,Sedan,White,Gray,4,5,Automatic,FWD,2.0,4,Flex,USA,21042
2015,Kia,Sorento,Vaughan,16988,123478,SUV,White,Black,4,7,Automatic,AWD,3.3,6,Gasoline,Korea,21043
2014,Chevrolet,Cruze,Vaughan,7900,115000,Sedan,Black,Black,4,5,Automatic,FWD,1.4,4,Gasoline,USA,21044
2013,BMW,X6,Vaughan,18900,150000,SUV,Black,Gold,4,4,Automatic,AWD,3.0,6,Gasoline,Germany,21045
2011,Hyundai,Santa,Vaughan,7900,178000,SUV,White,Gray,4,5,Automatic,FWD,3.5,6,Gasoline,Korea,21046
2012,Chevrolet,Traverse,Vaughan,5900,209000,SUV,White,Gray,4,8,Automatic,AWD,3.6,6,Gasoline,USA,21047
2017,Hyundai,Elantra,Vaughan,13895,48418,Sedan,White,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Korea,21048
2009,Volvo,C30,Vaughan,6800,149000,Hatchback,Gray,Gray,4,5,Automatic,FWD,0.0,4,Gasoline,Sweden,21049
2011,Volvo,XC70,Vaughan,14800,134112,Wagon,White/Black,Black,4,5,Automatic,AWD,0.0,4,Gasoline,Sweden,21050
2016,BMW,6,Vaughan,33800,89952,Sedan,White,Brown,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,21051
2019,Audi,RS,Vaughan,86900,8921,Sedan,Gray,Black,4,5,Automatic,AWD,2.9,6,Gasoline,Germany,21052
2017,Ford,Mustang,Vaughan,21900,36559,Coupe,Black,Black,2,4,Automatic,RWD,2.3,4,Gasoline,USA,21053
2015,Infiniti,Q50,Vaughan,21900,54428,Sedan,White,Black,4,5,Automatic,AWD,3.7,6,Gasoline,Japan,21054
2010,Lexus,ES,Vaughan,9900,188500,Sedan,Silver,Black,4,5,Automatic,FWD,3.5,6,Gasoline,Japan,21055
2014,Volkswagen,Golf,Vaughan,11900,112153,Wagon,Gray,Black,4,5,Automatic,FWD,2.0,4,Diesel,Germany,21056
2016,MINI,Cooper,Vaughan,15490,41000,Hatchback,Gray,Black,2,4,Automatic,FWD,1.5,3,Gasoline,UK,21057
2016,MINI,Cooper,Vaughan,17310,47950,Hatchback,White,Black,2,4,Automatic,FWD,1.5,3,Gasoline,UK,21058
2016,MINI,Cooper,Vaughan,19990,48290,Hatchback,White,Black,2,4,Automatic,FWD,2.0,4,Gasoline,UK,21059
2016,MINI,Cooper,Vaughan,17160,61720,Hatchback,White,Black,2,4,Automatic,FWD,1.5,3,Gasoline,UK,21060
2019,Porsche,911,Vaughan,159900,20204,Coupe,White,Black,2,4,Manual,F4A,3.0,6,Gasoline,Germany,21061
2017,Audi,A6,Vaughan,38800,39165,Sedan,White,Brown,4,5,Automatic,AWD,3.0,6,Gasoline,Germany,21062
2019,Land,Rover,Vaughan,38888,27040,SUV,White,Black,4,5,Automatic,4x4,2.0,4,Gasoline,UK,21063
2019,Toyota,Camry,Vaughan,22500,28131,Sedan,Blue,Black,4,5,Automatic,FWD,2.5,4,Gasoline,Japan,21064
2019,Hyundai,Ioniq,Vaughan,19998,46163,Hatchback,Silver,Gray,4,5,Automatic,FWD,1.6,4,Gasoline,Korea,21065
2008,Toyota,Corolla,Vaughan,6295,133990,Sedan,Blue,Gray,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,21066
2017,Ford,Focus,Vaughan,10995,72620,Hatchback,Gray,Black,4,5,Automatic,FWD,2.0,4,Gasoline,USA,21067
2018,Chevrolet,Trax,Vaughan,16495,62842,SUV,Gray,Black,4,5,Automatic,FWD,1.4,4,Gasoline,USA,21068
2018,Honda,Fit,Vaughan,16995,21498,Hatchback,Black,Black,4,5,Automatic,FWD,1.5,4,Gasoline,Japan,21069
2017,Honda,Civic,Vaughan,17495,38593,Sedan,Blue,Black,4,5,Automatic,FWD,2.0,4,Gasoline,Japan,21070
2015,BMW,X6,Vaughan,55990,58444,SUV,White,Red,4,5,Automatic,AWD,4.4,8,Gasoline,Germany,21071
2017,Land,Rover,Vaughan,75990,39802,SUV,White,Red,4,5,Automatic,4x4,5.0,8,Gasoline,UK,21072
2009,Mercedes-Benz,CL-Class,Vaughan,22985,105000,Coupe,White,Black,2,4,Automatic,AWD,5.5,8,Gasoline,Germany,21073
2012,Audi,A8,Vaughan,21985,128000,Sedan,Black,Black,4,5,Automatic,AWD,4.2,8,Gasoline,Germany,21074
2016,Mercedes-Benz,Sprinter,Vaughan,37985,135000,Van,White,Black,3,12,Automatic,RWD,2.1,4,Diesel,Germany,21075
2016,Toyota,Camry,Vaughan,18995,67973,Sedan,White/Black,Black,4,5,Automatic,FWD,2.5,4,Gasoline,Japan,21076
2005,Volvo,V70,Vaughan,2497,210025,Wagon,Gray,Black,4,5,Automatic,FWD,2.4,5,Gasoline,Sweden,21077
2016,Chevrolet,Suburban,Vaughan,38877,82319,SUV,Black,Black,4,8,Automatic,4x4,5.3,8,Gasoline,USA,21078
2017,Ram,1500,Vaughan,23997,100358,Truck,Gray,Black,4,6,Automatic,4x4,5.7,8,Gasoline,USA,21079
2018,Honda,Civic,Vaughan,23888,39481,Sedan,Black,Black,4,5,Automatic,FWD,1.5,4,Gasoline,Japan,21080
2014,BMW,3,Vaughan,15888,134031,Sedan,Black,Black,4,5,Automatic,AWD,2.0,4,Gasoline,Germany,21081
2016,Ford,Explorer,Vaughan,24888,97223,SUV,Black,Black,4,7,Automatic,4x4,3.5,6,Gasoline,USA,21082
2018,Honda,Civic,Vaughan,19888,63484,Sedan,White,Black,4,5,Automatic,FWD,1.5,4,Gasoline,Japan,21083
2018,Ford,Escape,Vaughan,21888,33011,SUV,Red,Black,4,5,Automatic,4x4,1.5,4,Gasoline,USA,21084
2017,Ford,Fusion,Vaughan,22888,4590,Sedan,Red,Black,4,5,Automatic,FWD,1.5,4,Gasoline,USA,21085
2010,Mercedes-Benz,B200,Vaughan,4688,131000,Wagon,Silver,Black,4,5,Automatic,FWD,0.0,4,Gasoline,Germany,21086
2015,Honda,Civic,Vaughan,10600,110000,Sedan,Blue,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,21087
2010,Honda,CR-V,Vaughan,9888,181000,SUV,Tan,Black,4,5,Automatic,AWD,0.0,4,Gasoline,Japan,21088
2016,Honda,CR-V,Vaughan,14888,153000,SUV,Gray,Black,5,5,Automatic,AWD,0.0,4,Gasoline,Japan,21089
2011,Honda,CR-V,Vaughan,9999,137000,SUV,White/Black,Black,4,5,Automatic,FWD,2.4,4,Gasoline,Japan,21090
2015,Honda,Civic,Vaughan,13488,26000,Sedan,White,Black,4,5,Automatic,FWD,1.8,4,Gasoline,Japan,21091
2011,Mercedes-Benz,C350,Vaughan,12788,103000,Sedan,Gray,Black,4,5,Automatic,AWD,0.0,4,Gasoline,Germany,21092
2013,Honda,Civic,Vaughan,8888,177000,Sedan,White,Black,4,5,Automatic,FWD,0.0,4,Gasoline,Japan,21093
2013,Honda,CR-V,Vaughan,12988,145000,SUV,White/Black,Black,4,5,Automatic,AWD,0.0,4,Gasoline,Japan,21094
2010,Mitsubishi,Lancer,Vaughan,7910,107794,Sedan,Gray,Black,4,5,Manual,FWD,2.0,4,Gasoline,Japan,21095
2013,Land,Rover,Vaughan,23910,45358,SUV,Gray,Black,4,5,Automatic,4x4,2.0,4,Gasoline,UK,21096
2013,Chevrolet,Corvette,Vaughan,35910,95061,Convertible,White,Black,2,2,Automatic,RWD,6.2,8,Gasoline,USA,21097
