year,brand,model,location,price,mileage,body_type,exterior_colour,interior_colour,door,passenger,transmission,drive_type,displacement,cylinder,fuel
2019,Chevrolet,Express,Aurora,"$31,985","24,304",Commercial,-,-,3,-,Automatic,RWD,#NAME?,8,-
2019,GMC,Savana,Aurora,"$35,895","19,222",-,-,-,2,-,Automatic,-,#NAME?,8,-
2016,Ford,E-450,Aurora,"$26,995","67,000",-,-,-,-,-,-,-,#NAME?,-,-
2017,GMC,Savana,Aurora,"$23,898","32,000",-,-,-,3,-,Automatic,RWD,#NAME?,8,-
2018,GMC,Savana,Aurora,"$27,800","3,121",Commercial,-,-,3,2,Automatic,RWD,4.3L,6,Flex
2017,GMC,Savana,Aurora,"$23,694","32,000",-,-,-,3,-,Automatic,RWD,#NAME?,8,-
2019,GMC,Savana,Aurora,"$35,995","18,330",-,-,-,-,-,-,-,#NAME?,-,-
2018,Chevrolet,Express,Aurora,"$26,985","3,000",Commercial,-,-,3,2,Automatic,RWD,4.8L,6,Gasoline
2019,Ford,E-450,Aurora,"$36,985","18,118",Commercial,-,-,2,-,Automatic,-,#NAME?,10,-
2019,GMC,Savana,Aurora,"$29,287","8,000",-,-,-,3,-,Automatic,RWD,#NAME?,-,Gasoline
2019,GMC,Savana,Aurora,"$31,995","27,078",-,-,-,3,-,Automatic,RWD,#NAME?,-,Gasoline
2019,GMC,Savana,Aurora,"$28,985","20,000",-,-,-,3,-,Automatic,RWD,#NAME?,8,-
2018,Ford,Transit,Aurora,"$30,985","21,000",Commercial,-,-,3,2,Automatic,RWD,3.7L,6,Gasoline
2019,Chevrolet,Express,Aurora,"$29,985","12,145",Commercial,-,-,3,-,Automatic,RWD,#NAME?,6,-
2018,GMC,Savana,Aurora,$CALL,,-,-,-,3,-,Automatic,RWD,#NAME?,8,-
2019,Ford,E-450,Aurora,$CALL,"17,000",-,-,-,-,-,-,-,#NAME?,-,-
2017,GMC,Savana,Aurora,"$24,280","47,000",-,-,-,3,-,Automatic,RWD,#NAME?,8,-
2019,GMC,Savana,Aurora,"$29,625","7,000",-,-,-,3,-,Automatic,RWD,#NAME?,-,Gasoline
2019,Ford,Transit,Aurora,"$35,985","12,000",-,-,-,3,-,Automatic,RWD,#NAME?,6,-
2018,Chevrolet,Express,Aurora,"$26,995","39,000",-,-,-,3,-,Automatic,RWD,#NAME?,8,-
2017,Ford,FordTransit,Aurora,"$25,995","114,000",-,-,-,3,-,Automatic,RWD,#NAME?,6,-
2018,Ford,Transit,Aurora,"$29,495","71,000",Commercial,-,-,3,-,Automatic,RWD,#NAME?,6,-
2019,Ford,Transit,Aurora,"$35,985","13,000",Commercial,-,-,3,-,Automatic,RWD,#NAME?,6,-
2019,GMC,Savana,Aurora,"$29,264","9,000",-,-,-,-,-,Automatic,-,#NAME?,6,-
2006,Infiniti,QX56,Aurora,"$7,995","233,100",SUV,Black,Black,4,7,Automatic,4x4,#NAME?,-,Gasoline
2016,Nissan,Maxima,Aurora,"$21,888","46,121",Sedan,White,Black,4,5,Automatic,FWD,3.5L,6,Gasoline
2013,Toyota,Venza,Aurora,"$14,788","73,659",SUV,Silver,Gray,4,5,Automatic,FWD,3.5L,6,Gasoline
2018,Jeep,Grand,Aurora,"$34,888","23,700",SUV,Black,Black,4,5,Automatic,4x4,3.6L,6,Gasoline
2004,Volkswagen,Passat,Aurora,"$1,995","213,850",Sedan,Silver,Black,4,5,Automatic,FWD,#NAME?,-,Gasoline
2010,Subaru,Forester,Aurora,"$6,995","200,391",SUV,-,Black,4,5,Automatic,AWD,#NAME?,-,Gasoline
2015,Ford,Transit,Aurora,"$34,995","24,100",-,Silver,Gray,5,15,Automatic,RWD,#NAME?,-,Diesel
2008,BMW,535I,Aurora,"$7,995","144,100",Sedan,Blue,-,4,5,Automatic,-,#NAME?,-,Gasoline
2014,Mazda,Mazda5,Aurora,"$6,995","174,100",-,Black,Black,4,6,Automatic,FWD,#NAME?,-,Gasoline
2006,Subaru,Outback,Aurora,"$5,595","144,110",-,Gray,Black,-,5,Automatic,AWD,#NAME?,-,-
2017,Hyundai,Elantra,Aurora,"$14,588","44,032",Sedan,Black,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2009,Hyundai,Santa,Aurora,"$7,495","115,118",SUV,Black,Black,-,5,-,AWD,#NAME?,-,Gasoline
2016,Dodge,Grand,Aurora,"$13,995","59,141",-,Gold,Black,-,7,Automatic,FWD,#NAME?,-,-
2019,Dodge,Charger,Aurora,"$22,888","46,755",Sedan,White,Black,4,5,Automatic,RWD,3.6L,6,Gasoline
2015,Toyota,RAV4,Aurora,"$15,987","72,315",SUV,Silver,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2018,Dodge,Grand,Aurora,"$21,888","56,554",Van,Silver,Black,4,7,Automatic,FWD,3.6L,6,Gasoline
2018,Ram,1500,Aurora,"$32,888","1,000",Truck,White,-,4,5,Automatic,4x4,5.7L,8,Gasoline
2011,Hyundai,Genesis,Aurora,"$9,988","155,998",Sedan,-,Black,4,5,Automatic,RWD,4.6L,8,Gasoline
2018,Dodge,Grand,Aurora,"$21,888","62,488",Van,Black,Black,4,7,Automatic,FWD,3.6L,6,Gasoline
2018,Dodge,Grand,Aurora,"$21,888","63,244",Van,-,Black,4,7,Automatic,FWD,3.6L,6,Gasoline
2001,Nissan,Silvia,Aurora,"$16,995","160,100",Coupe,-,Black,2,4,Manual,RWD,#NAME?,-,Gasoline
2016,Hyundai,Genesis,Aurora,"$27,088","76,240",Sedan,Blue,Black,4,5,Automatic,AWD,3.8L,6,Gasoline
2016,Hyundai,Sonata,Aurora,"$19,499","50,699",Sedan,Brown,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2015,Ford,Focus,Aurora,"$12,798","58,630",Hatchback,Red,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Jeep,Compass,Aurora,"$27,888","31,249",SUV,Black,Black,4,5,Automatic,4x4,2.4L,4,Gasoline
2016,Chrysler,300C,Aurora,"$19,995","43,210",Sedan,Blue,Black,4,5,-,-,#NAME?,-,Gasoline
2016,Hyundai,Sonata,Aurora,"$18,999","61,258",Sedan,Red,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2017,Hyundai,Tucson,Aurora,"$32,399","3,489",SUV,Red,Gray,4,5,Automatic,AWD,1.6L,4,Gasoline
2018,Jeep,Cherokee,Barrie,"$29,686","38,579",SUV,-,-,4,5,Automatic,4x4,3.2L,6,Gasoline
2014,Ford,Focus,Barrie,"$9,986","129,373",Hatchback,-,-,4,5,Manual,FWD,2.0L,4,Gasoline
2016,Ford,F-150,Barrie,$CALL,"104,156",Truck,-,-,4,-,Automatic,4x4,2.7L,6,Gasoline
2005,Pontiac,Grand,Barrie,"$1,950","220,653",Sedan,White,-,4,5,Automatic,FWD,3.8L,6,Gasoline
2015,Chevrolet,Sonic,Barrie,"$6,700","124,456",Hatchback,White,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2004,Dodge,Ram,Barrie,"$8,800","318,000",Truck,Silver,-,4,6,Manual,4x4,5.9L,6,Gasoline
2009,Chrysler,PT,Barrie,"$1,950","123,946",SUV,Silver,-,4,5,Manual,FWD,2.4L,4,Gasoline
2008,Dodge,Ram,Barrie,$CALL,"208,699",Truck,Black,-,4,6,Manual,4x4,5.7L,8,Gasoline
2018,Jeep,Compass,Barrie,"$21,998","57,598",SUV,-,-,4,5,Automatic,4x4,2.4L,4,Gasoline
2018,Chevrolet,Colorado,Barrie,"$46,550","49,654",Truck,Green,-,4,5,Automatic,4x4,3.6L,6,Gasoline
2012,Chevrolet,Cruze,Barrie,$CALL,"106,578",Sedan,Blue,-,4,5,-,FWD,1.4L,4,Gasoline
2018,GMC,Yukon,Barrie,"$64,550","50,857",SUV,Black,-,4,7,Automatic,AWD,6.2L,8,Flex
2012,Subaru,Impreza,Barrie,$CALL,"104,224",Sedan,Gray,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2015,Mazda,Mazda3,Barrie,$CALL,"176,417",Sedan,Red,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2017,Chevrolet,Cruze,Barrie,"$14,995","55,118",Sedan,Black,-,4,5,Automatic,FWD,1.4L,4,Gasoline
2015,Toyota,Corolla,Barrie,$CALL,"37,235",Sedan,Gray,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2017,Mazda,CX-5,Barrie,$CALL,"68,862",SUV,Red,-,4,5,Automatic,4x4,2.5L,4,Gasoline
2017,Mazda,Mazda3,Barrie,$CALL,"71,213",Sedan,Gray,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2011,Ford,Edge,Barrie,"$5,888","246,106",Sedan,Blue,Black,4,5,Automatic,AWD,3.5L,6,Gasoline
2020,Lexus,RX,Barrie,$CALL,,SUV,-,-,4,7,Automatic,AWD,3.5L,6,Gasoline
2015,Mitsubishi,RVR,Barrie,"$18,998",,SUV,Red,-,4,5,Automatic,4x4,2.4L,4,Gasoline
2015,Mitsubishi,RVR,Barrie,"$18,498","87,500",SUV,Gray,-,4,5,Automatic,4x4,2.0L,4,Gasoline
2012,Mitsubishi,RVR,Barrie,"$7,898",,SUV,Blue,-,4,5,Manual,FWD,2.0L,4,Gasoline
2011,Mitsubishi,RVR,Barrie,"$6,898","114,000",SUV,Gray,-,4,5,Manual,FWD,2.0L,4,Gasoline
2016,Dodge,Grand,Barrie,"$9,950","124,665",Van,White,-,4,7,Automatic,FWD,3.6L,6,Gasoline
2013,GMC,Sierra,Barrie,"$21,986","159,530",Truck,-,-,2,6,Automatic,4x4,5.3L,8,Gasoline
2015,Chevrolet,Traverse,Barrie,"$14,986","140,000",SUV,-,-,4,8,Automatic,AWD,3.6L,6,Gasoline
2015,Toyota,Corolla,Barrie,"$13,258","70,663",Sedan,Gray,-,4,5,-,FWD,1.8L,4,Gasoline
2016,Toyota,RAV4,Barrie,"$21,458","76,672",SUV,Red,-,4,5,Automatic,AWD,2.5L,4,Gasoline
2016,Honda,HR-V,Barrie,"$15,758","123,234",SUV,White,-,4,5,Automatic,AWD,1.8L,4,Gasoline
2015,Ford,Transit,Barrie,"$19,995","139,038",Commercial,White,-,3,2,Automatic,RWD,3.5L,6,Gasoline
2012,Chevrolet,Cruze,Barrie,"$5,900","139,024",Sedan,Red,-,4,5,-,FWD,1.4L,4,Gasoline
2012,Subaru,Forester,Barrie,"$15,995","109,700",SUV,Gray,-,4,5,Automatic,AWD,2.5L,4,Gasoline
2013,Ford,F-150,Barrie,"$18,995","137,641",Truck,Black,-,4,-,Automatic,4x4,5.0L,8,Gasoline
2017,Ford,Explorer,Barrie,"$38,995","82,799",SUV,Blue,-,4,7,Automatic,4x4,3.5L,6,Gasoline
2017,Mazda,CX-9,Barrie,"$27,995","43,044",SUV,White,-,4,7,Automatic,AWD,2.5L,4,Gasoline
2010,Ford,Fusion,Barrie,"$11,995","18,256",Sedan,Gray,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2016,Ford,F-150,Barrie,"$35,995","65,000",Truck,Gray,-,4,-,Automatic,4x4,5.0L,8,Gasoline
2016,Ford,F-150,Barrie,"$29,995","160,000",Truck,Blue,-,4,-,Automatic,4x4,5.0L,8,Gasoline
2016,Mazda,CX-5,Barrie,"$16,860","65,104",SUV,-,-,4,5,Automatic,AWD,2.5L,4,Gasoline
2018,Honda,CR-V,Barrie,"$23,160",11,SUV,-,-,4,5,Automatic,AWD,1.5L,4,Gasoline
2015,GMC,Sierra,Barrie,"$13,784",,Truck,White,-,4,6,Automatic,4x4,5.3L,8,Gasoline
2016,Mitsubishi,Outlander,Barrie,"$19,298","52,000",SUV,Black,Black,4,5,Automatic,4x4,2.4L,4,Gasoline
2016,Mitsubishi,Outlander,Barrie,"$15,998","127,000",SUV,White,-,4,5,Automatic,4x4,2.4L,4,Gasoline
2019,Mitsubishi,Eclipse,Barrie,"$24,798","33,500",SUV,Black,-,4,5,Automatic,4x4,1.5L,4,Gasoline
2018,Mitsubishi,RVR,Barrie,"$21,298","48,300",SUV,Brown,Black,4,5,Automatic,4x4,2.0L,4,Gasoline
2019,Mitsubishi,Eclipse,Barrie,"$27,798","26,900",SUV,White,Black,4,5,Automatic,4x4,1.5L,4,Gasoline
2017,Mitsubishi,Outlander,Barrie,"$18,998","38,900",SUV,Brown,Black,4,5,Automatic,4x4,2.4L,4,Gasoline
2018,Mitsubishi,RVR,Barrie,"$20,898","43,000",SUV,Brown,Brown,4,5,Automatic,4x4,2.0L,4,Gasoline
2016,Mitsubishi,Outlander,Barrie,"$19,298","52,000",SUV,White,Black,4,5,Automatic,4x4,2.4L,4,Gasoline
2019,Mitsubishi,Outlander,Barrie,"$32,598","37,300",SUV,Black,Black,4,7,Automatic,4x4,3.0L,6,Gasoline
2015,Mitsubishi,Lancer,Barrie,"$12,898",,Sedan,Gray,-,4,5,Manual,FWD,2.0L,4,Gasoline
2019,Mitsubishi,Eclipse,Barrie,"$27,798","22,000",SUV,Blue,Black,4,5,Automatic,4x4,1.5L,4,Gasoline
2013,Mitsubishi,Lancer,Barrie,"$10,598","103,000",Sedan,White,-,4,5,-,FWD,2.0L,4,Gasoline
2014,Mitsubishi,Mirage,Barrie,"$9,698",,Hatchback,-,-,4,5,-,FWD,1.2L,3,Gasoline
2014,Mitsubishi,Mirage,Barrie,"$6,598","122,250",Hatchback,Black,Black,4,5,-,FWD,1.2L,3,Gasoline
2011,Kia,Rondo,Barrie,"$8,995","111,724",Wagon,Black,Black,4,7,Automatic,FWD,2.4L,4,Gasoline
2015,Nissan,Sentra,Barrie,"$10,995","68,889",Sedan,Black,-,4,5,-,FWD,1.8L,4,Gasoline
2016,Kia,Forte,Barrie,"$11,995","90,214",Sedan,White,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2019,Jeep,Wrangler,Barrie,"$39,995","34,000",SUV,Black,-,4,5,Automatic,4x4,3.6L,6,Gasoline
2019,Chevrolet,Cruze,Barrie,"$17,995","7,652",Sedan,Gray,-,4,5,Automatic,FWD,1.4L,4,Gasoline
2017,Lexus,RX,Barrie,$CALL,"77,147",SUV,Red,-,4,5,Automatic,AWD,3.5L,6,Gasoline
2007,Nissan,Pathfinder,Barrie,"$6,990","203,000",SUV,Silver,Gray,4,7,Automatic,4x4,4.0L,6,Gasoline
2013,Jeep,Compass,Barrie,"$6,900","200,768",SUV,Red,-,4,5,Manual,4x4,2.4L,4,Gasoline
2006,Buick,Rendezvous,Barrie,"$1,500","236,125",SUV,-,-,4,5,Automatic,FWD,3.5L,6,Gasoline
2016,Honda,Pilot,Barrie,"$25,950","76,714",SUV,-,-,4,8,Automatic,AWD,3.5L,6,Gasoline
2014,Ford,Focus,Barrie,"$8,860","158,232",Sedan,-,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2007,Toyota,RAV4,Barrie,"$8,960","192,096",SUV,-,-,4,5,Automatic,4x4,2.4L,4,Gasoline
2017,Honda,Civic,Barrie,$449,"86,239",Sedan,Gray,Black,4,5,Manual,FWD,1.5L,4,Gasoline
2017,Subaru,Impreza,Barrie,$449,"58,464",Wagon,-,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,Chevrolet,Cruze,Barrie,$449,"63,219",Sedan,Blue,-,4,5,Automatic,FWD,1.4L,4,Gasoline
2017,Honda,Ridgeline,Barrie,$449,"79,553",Truck,-,Black,4,5,Automatic,AWD,3.5L,6,Gasoline
2018,Honda,CR-V,Barrie,$449,"70,401",SUV,-,Black,4,5,Automatic,AWD,1.5L,4,Gasoline
2015,Ram,1500,Barrie,$449,"175,025",Truck,Blue,-,4,5,Automatic,4x4,5.7L,8,Gasoline
2014,Kia,Forte,Barrie,"$5,000","203,708",Sedan,-,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2016,Nissan,Sentra,Barrie,"$13,598","65,723",Sedan,White,White,4,5,-,FWD,1.8L,4,Gasoline
2014,Nissan,Sentra,Barrie,"$10,998","69,544",Sedan,Red,-,4,5,-,FWD,1.8L,4,Gasoline
2015,Mazda,Mazda3,Barrie,"$12,995","112,901",Sedan,White,-,4,5,Manual,FWD,2.5L,4,Gasoline
2018,Honda,Fit,Barrie,"$18,995","34,077",Sedan,White,Black,4,5,Automatic,FWD,1.5L,4,Gasoline
2014,Chevrolet,Cruze,Barrie,"$8,995","169,005",Sedan,Red,-,4,5,Automatic,FWD,2.0L,4,Diesel
2012,Honda,Odyssey,Barrie,"$12,888","173,929",Van,Red,Black,4,8,Automatic,FWD,3.5L,6,Gasoline
2014,Kia,Rio,Barrie,"$10,986","14,597",Hatchback,-,-,4,5,-,FWD,1.6L,4,Gasoline
2009,Volvo,S40,Barrie,"$3,850","213,326",Sedan,-,-,4,5,Automatic,FWD,2.4L,5,Gasoline
2014,Dodge,Dart,Barrie,"$7,486","131,111",Sedan,Black,-,4,5,Manual,FWD,1.4L,4,Gasoline
2016,Ford,F-150,Barrie,"$22,995","178,691",Truck,White,-,4,-,Automatic,4x4,2.7L,6,Gasoline
2016,Honda,Accord,Barrie,"$17,960","64,396",Sedan,-,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2012,Jeep,Wrangler,Barrie,"$25,560","56,305",SUV,Black,Black,2,4,Automatic,4x4,3.6L,6,Gasoline
2015,Mitsubishi,Outlander,Barrie,"$6,500","206,374",SUV,Red,-,4,7,Automatic,4x4,3.0L,6,Gasoline
2010,Nissan,Versa,Barrie,$CALL,"321,438",Hatchback,Blue,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2010,Hyundai,Santa,Barrie,"$3,000","245,104",SUV,Red,-,4,5,Automatic,FWD,3.5L,6,Gasoline
2008,Honda,Civic,Barrie,"$1,500","317,900",Sedan,White,-,4,5,Manual,FWD,1.8L,4,Gasoline
2007,Pontiac,Vibe,Barrie,"$2,500","215,267",Hatchback,Silver,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2006,Cadillac,CTS,Barrie,"$3,000","195,863",Sedan,-,-,4,5,Manual,RWD,3.6L,6,Gasoline
2018,Chevrolet,Camaro,Barrie,"$35,550","9,908",Convertible,Red,-,2,4,Automatic,RWD,3.6L,6,Gasoline
2019,Chevrolet,Corvette,Barrie,"$69,550","3,601",Coupe,White,-,2,2,Automatic,RWD,6.2L,8,Gasoline
2018,Chevrolet,Traverse,Barrie,"$32,550","50,001",SUV,Black,-,4,7,Automatic,FWD,3.6L,6,Gasoline
2013,Ford,Focus,Barrie,"$8,995","100,145",Sedan,Silver,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2016,Mazda,Mazda3,Barrie,"$11,995","76,029",Sedan,Blue,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2013,Toyota,RAV4,Barrie,$CALL,"122,191",SUV,White,-,4,5,Automatic,AWD,2.5L,4,Gasoline
2017,Honda,HR-V,Barrie,"$18,788","64,901",SUV,Gray,-,4,5,Automatic,AWD,1.8L,4,Gasoline
2015,Kia,SoulCertified,Barrie,"$10,990","57,000",Hatchback,Silver,Gray,4,5,Automatic,FWD,2.0L,4,Gasoline
2016,Kia,SoulCertified,Barrie,"$7,990","185,000",Hatchback,Red,Gray,4,5,Automatic,FWD,1.6L,4,Gasoline
2010,Toyota,Matrix,Barrie,"$6,300","135,076",Hatchback,Gray,-,5,5,Manual,FWD,1.8L,4,Gasoline
2016,Ram,2500,Barrie,"$42,986","111,871",Truck,Silver,-,4,6,Automatic,4x4,6.7L,6,Diesel
2018,Ford,Escape,Barrie,"$19,586","56,000",SUV,-,-,4,5,Automatic,FWD,1.5L,4,Gasoline
2010,Mazda,CX-9,Barrie,"$8,600","160,000",SUV,Black,-,4,8,Automatic,AWD,3.7L,6,Gasoline
2014,Jeep,Wrangler,Barrie,"$27,758","86,235",SUV,White,-,4,5,Automatic,4x4,3.6L,6,Gasoline
2016,Toyota,RAV4,Barrie,"$18,458","147,475",SUV,Blue,-,4,5,Automatic,AWD,2.5L,4,Gasoline
2016,Toyota,Tacoma,Barrie,"$32,058","90,685",Truck,Gray,-,4,5,Automatic,4x4,3.5L,6,Gasoline
2018,Toyota,RAV4,Barrie,"$23,558","28,758",SUV,Gray,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2017,Toyota,RAV4,Barrie,"$19,858","70,694",SUV,Black,-,4,5,Automatic,AWD,2.5L,4,Gasoline
2017,Toyota,RAV4,Barrie,"$19,658","49,082",SUV,Red,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2019,Volkswagen,Golf,Barrie,"$29,995","7,061",Wagon,Silver,-,4,5,Automatic,AWD,1.8L,4,Gasoline
2015,Nissan,Altima,Barrie,"$13,495","66,750",Sedan,-,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2018,Ford,Edge,Barrie,"$30,995","116,285",SUV,White,-,4,5,Automatic,AWD,2.7L,6,Gasoline
2018,Cadillac,Escalade,Barrie,"$71,944",,SUV,White,-,4,7,Automatic,4x4,6.2L,8,Gasoline
2015,Chevrolet,Cruze,Barrie,"$17,444","5,835",Sedan,Silver,-,4,5,Automatic,FWD,1.4L,4,Gasoline
2015,Nissan,Rogue,Barrie,"$19,998","58,763",SUV,Black,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2012,Nissan,Frontier,Barrie,"$12,988","231,804",Truck,White,Gray,4,5,Automatic,RWD,4.0L,6,Gasoline
2019,GMC,Terrain,Barrie,$CALL,"31,269",SUV,Black,Black,4,5,Automatic,FWD,1.5L,4,Gasoline
2016,Jeep,Cherokee,Barrie,$CALL,"57,801",SUV,Blue,-,4,5,Automatic,4x4,3.2L,6,Gasoline
2018,Mazda,Mazda3,Barrie,"$19,995","61,185",Sedan,Gray,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2018,Mazda,CX-5,Barrie,"$25,995","89,173",SUV,-,Black,4,5,Automatic,4x4,2.5L,4,Gasoline
2018,Mazda,CX-5,Barrie,"$19,995","106,804",SUV,Black,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2018,Mazda,Mazda3,Barrie,"$20,995","34,231",Sedan,Black,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2016,Mazda,CX-5,Barrie,"$20,495","98,155",SUV,-,-,4,5,Automatic,4x4,2.5L,4,Gasoline
2017,Mazda,CX-3,Barrie,"$19,995","73,173",SUV,Gray,-,4,5,Automatic,4x4,2.0L,4,Gasoline
2012,Volkswagen,Passat,Barrie,"$6,990","193,000",Sedan,Black,Gray,4,5,Automatic,FWD,3.6L,6,Gasoline
2012,Subaru,OutbackCertified,Barrie,"$6,990","229,000",Wagon,Black,Gray,4,5,Automatic,AWD,3.6L,6,Gasoline
2012,MINI,Cooper,Barrie,"$7,990","146,000",Hatchback,White,Gray,4,4,Manual,AWD,1.6L,4,Gasoline
2014,Jeep,Compass,Barrie,"$12,286","137,123",SUV,-,-,4,5,Automatic,4x4,2.4L,4,Gasoline
2016,Honda,Accord,Barrie,"$18,260","121,862",Sedan,-,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2017,Nissan,Rogue,Barrie,"$24,498","76,213",SUV,Blue,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2015,Dodge,Grand,Barrie,"$14,995","128,015",Van,Blue,Black,4,7,Automatic,FWD,3.6L,6,Flex
2015,Honda,Accord,Barrie,"$13,995","142,346",Sedan,White,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2019,Mazda,CX-5,Barrie,"$29,995","33,828",SUV,Black,Black,4,5,Automatic,4x4,2.5L,4,Gasoline
2014,Mazda,Mazda3,Barrie,"$14,995","86,066",Sedan,Red,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2011,Honda,Odyssey,Barrie,"$10,888","180,645",Van,-,-,4,7,Automatic,FWD,3.5L,6,Gasoline
2012,Honda,Pilot,Barrie,"$10,888","253,099",SUV,Black,Black,4,8,Automatic,4x4,3.5L,6,Gasoline
2015,GMC,Sierra,Barrie,"$25,944","111,334",Truck,Silver,-,4,6,Automatic,4x4,5.3L,8,Gasoline
2016,Chevrolet,Equinox,Barrie,"$18,944","86,097",SUV,Black,-,4,5,Automatic,AWD,3.6L,6,Gasoline
2016,Lexus,RX,Barrie,$CALL,"31,452",SUV,White,-,4,5,Automatic,AWD,3.5L,6,Gasoline
2015,Ford,Focus,Barrie,"$9,586","93,938",Hatchback,-,-,4,5,Manual,FWD,2.0L,4,Gasoline
2019,Ford,Edge,Barrie,"$38,995","14,523",SUV,Blue,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2018,Ford,Escape,Barrie,"$29,995","17,603",SUV,White,-,4,5,Automatic,4x4,2.0L,4,Gasoline
2012,Ford,Escape,Barrie,"$2,900","133,579",SUV,Gray,-,4,5,Automatic,4x4,2.5L,4,Gasoline
2008,Chrysler,Town,Barrie,"$2,900","216,764",Van,White,-,4,7,Automatic,FWD,3.8L,6,Gasoline
2010,Ford,Edge,Barrie,"$5,900","234,000",Sedan,White,-,4,5,Automatic,AWD,3.5L,6,Gasoline
2018,Ford,F-150,Barrie,"$44,995","36,000",Truck,Black,-,4,-,Automatic,4x4,2.7L,6,Gasoline
2008,Ford,Ranger,Barrie,"$2,900","293,000",Truck,Red,-,2,5,-,RWD,3.0L,6,Gasoline
2010,GMC,Acadia,Barrie,"$8,888","133,352",SUV,Black,Black,4,8,Automatic,AWD,3.6L,6,Gasoline
2018,Jeep,Compass,Barrie,"$20,286","49,006",SUV,-,Black,4,5,Manual,FWD,2.4L,4,Gasoline
2018,Ram,ProMaster,Barrie,"$29,986","55,210",Commercial,White,-,3,2,Automatic,FWD,3.6L,6,Gasoline
2011,Hyundai,Accent,Barrie,"$1,950","145,690",Sedan,-,-,4,5,Manual,FWD,1.6L,4,Gasoline
2017,Ram,1500,Barrie,"$28,660","23,006",Truck,Silver,Black,4,6,Automatic,4x4,5.7L,8,Gasoline
2018,GMC,Canyon,Barrie,"$42,550","52,505",Truck,Black,-,4,5,Automatic,4x4,2.8L,4,Diesel
2017,Toyota,RAV4,Barrie,"$28,995","28,531",SUV,Black,-,4,5,Automatic,4x4,2.5L,4,Gasoline
2017,Audi,Q5,Barrie,"$33,995","76,691",SUV,Gray,-,4,5,Automatic,4x4,3.0L,6,Gasoline
2017,Lexus,RX,Barrie,"$36,995","69,000",SUV,White,-,4,5,Automatic,4x4,3.5L,6,Gasoline
2018,Mazda,CX-5,Barrie,"$29,995","38,048",SUV,Blue,-,4,5,Automatic,4x4,2.5L,4,Gasoline
2015,Ford,C-Max,Barrie,"$13,995","96,088",Sedan,Gray,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2008,Chrysler,Aspen,Barrie,$CALL,"188,000",SUV,Tan,Tan,4,8,Automatic,AWD,5.7L,8,Gasoline
2004,Audi,A6,Barrie,"$3,000","277,800",Sedan,Silver,Black,4,5,Manual,4x4,2.7L,6,Gasoline
2007,Mercedes-Benz,CLS-Class,Barrie,"$9,500","205,000",Sedan,Black,Black,4,4,Automatic,RWD,5.5L,8,Gasoline
1991,Volkswagen,EuroVan,Barrie,"$20,000","70,500",Van,Blue,Blue,3,7,Manual,RWD,2.1L,4,Gasoline
1990,Volkswagen,Golf,Barrie,"$4,500","72,000",Coupe,Red,Gray,4,5,Automatic,FWD,1.8L,4,Gasoline
2012,Chevrolet,Cruze,Barrie,"$4,988","191,282",Sedan,Gray,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2008,GMC,Acadia,Barrie,"$5,988","140,870",SUV,Red,Black,4,7,Automatic,FWD,3.6L,6,Gasoline
2008,Mazda,Mazda5,Barrie,"$4,988","202,875",Van,Silver,Black,4,6,Automatic,FWD,2.3L,4,Gasoline
2010,Mazda,Mazda3,Barrie,"$4,988","166,585",Sedan,Blue,Black,4,5,Manual,FWD,2.5L,4,Gasoline
2008,Ford,F-150,Barrie,"$5,988","272,042",Truck,Black,Gray,4,-,Automatic,4x4,5.4L,8,Flex
